sample_index,sample_id,source_cube,label,max_absolute_difference,mean_absolute_difference,rmse,absolute_tolerance,within_tolerance
659,4-1/20,4-1,4,1.3266434673031569e-07,3.217261171447084e-08,4.2485301638189417e-08,1e-05,1
660,4-1/21,4-1,4,1.6994712759288433e-07,3.73845353339141e-08,4.810308802001406e-08,1e-05,1
661,4-1/22,4-1,4,1.5637021000269868e-07,3.7888958701926895e-08,4.870913566617999e-08,1e-05,1
662,4-1/23,4-1,4,1.4049666308135755e-07,3.737265875114697e-08,4.641778179562283e-08,1e-05,1
663,4-1/24,4-1,4,1.3891727690396038e-07,3.623053275716822e-08,4.7022128557496284e-08,1e-05,1
664,4-1/25,4-1,4,1.4664239011974445e-07,3.503000752833675e-08,4.4865071189251994e-08,1e-05,1
665,4-1/26,4-1,4,1.4471127696147335e-07,3.803804072912063e-08,4.7741334588790374e-08,1e-05,1
666,4-1/27,4-1,4,1.4584676355511306e-07,3.1678087130064906e-08,4.0831676492561895e-08,1e-05,1
667,4-1/28,4-1,4,1.1275211975192434e-07,2.8056884499509573e-08,3.567642040686001e-08,1e-05,1
668,4-1/29,4-1,4,1.342741993148877e-07,2.893177911658039e-08,3.678079290084558e-08,1e-05,1
669,4-1/30,4-1,4,1.385294162714601e-07,3.3125983947953786e-08,4.246448755925382e-08,1e-05,1
670,4-1/31,4-1,4,1.644188505345312e-07,3.852354685648532e-08,4.8933836610968664e-08,1e-05,1
671,4-1/32,4-1,4,1.999809550179421e-07,3.949581410448954e-08,5.1025101313230327e-08,1e-05,1
672,4-1/33,4-1,4,1.6478931175178957e-07,3.125129483581534e-08,3.965586637895496e-08,1e-05,1
673,4-1/34,4-1,4,1.58144581430264e-07,3.4423170185347655e-08,4.4012089920986893e-08,1e-05,1
674,4-1/35,4-1,4,1.3742966697982695e-07,3.3268906961372345e-08,4.2005536124829466e-08,1e-05,1
675,4-1/36,4-1,4,1.4909651846473082e-07,3.694338267543459e-08,4.6983627618259145e-08,1e-05,1
676,4-1/37,4-1,4,1.4360443967298409e-07,3.4764083154262444e-08,4.475354273897579e-08,1e-05,1
677,4-1/38,4-1,4,1.7050666711870832e-07,3.660575203628493e-08,4.7575081168106834e-08,1e-05,1
678,4-1/39,4-1,4,1.5058015545577064e-07,3.342911702427554e-08,4.271213804354707e-08,1e-05,1
679,4-1/40,4-1,4,1.3710913615572196e-07,3.6482047731690294e-08,4.585159947276427e-08,1e-05,1
680,4-1/41,4-1,4,1.6233668842513538e-07,3.434836810670082e-08,4.364017232721335e-08,1e-05,1
681,4-1/42,4-1,4,1.3020776579164561e-07,2.98760860169703e-08,3.748546346456601e-08,1e-05,1
682,4-1/43,4-1,4,1.623945420359263e-07,3.506477905554758e-08,4.50661611183976e-08,1e-05,1
683,4-1/44,4-1,4,1.5115952711752811e-07,3.4807731755719024e-08,4.415450975414853e-08,1e-05,1
684,4-1/45,4-1,4,1.1003934452524788e-07,2.8537166227871284e-08,3.6767029741591394e-08,1e-05,1
685,4-1/46,4-1,4,1.7339533009419483e-07,3.2578374799733995e-08,4.149732412962135e-08,1e-05,1
686,4-1/47,4-1,4,1.6698400528980528e-07,3.4546713762926694e-08,4.537422693618072e-08,1e-05,1
687,4-1/48,4-1,4,1.6377852829485562e-07,3.65611318378758e-08,4.6144718898495516e-08,1e-05,1
688,4-1/49,4-1,4,1.208115650852548e-07,3.028137002641249e-08,3.8661066979860994e-08,1e-05,1
689,4-1/50,4-1,4,1.3150690170160573e-07,3.7339386488084344e-08,4.6888675185261606e-08,1e-05,1
690,4-1/51,4-1,4,1.5939726960567668e-07,3.468931809688035e-08,4.4966693394057184e-08,1e-05,1
691,4-1/52,4-1,4,1.848865081033324e-07,3.8799526459601326e-08,5.035298366289736e-08,1e-05,1
692,4-1/53,4-1,4,1.1648227948857226e-07,2.9732258915239588e-08,3.860558669117529e-08,1e-05,1
693,4-1/54,4-1,4,1.4561134664692332e-07,2.7709812383422914e-08,3.721198769687913e-08,1e-05,1
694,4-1/55,4-1,4,1.5816350595887485e-07,3.722776041462038e-08,4.842947511211792e-08,1e-05,1
695,4-1/56,4-1,4,1.25018216445838e-07,2.5839288711386153e-08,3.317551834034921e-08,1e-05,1
696,4-1/57,4-1,4,2.109652077475488e-07,4.0261186309304204e-08,5.242864298468935e-08,1e-05,1
697,4-1/58,4-1,4,1.4628460232035678e-07,3.561771571530021e-08,4.6773123132163584e-08,1e-05,1
698,4-1/59,4-1,4,1.6992792106762522e-07,3.515799389558936e-08,4.617848543894223e-08,1e-05,1
699,4-1/60,4-1,4,1.6175318418021334e-07,2.6873104880395572e-08,3.5615719832475924e-08,1e-05,1
700,4-1/61,4-1,4,1.5416263088319226e-07,3.55215049541452e-08,4.510820510018148e-08,1e-05,1
701,4-1/62,4-1,4,1.3696650635885987e-07,3.303534217679582e-08,4.353855287748206e-08,1e-05,1
702,4-1/63,4-1,4,1.0927518190317898e-07,2.9065216510792742e-08,3.727504940967716e-08,1e-05,1
703,4-1/64,4-1,4,1.3097673012829603e-07,3.107519246673362e-08,3.985386507576605e-08,1e-05,1
704,4-1/65,4-1,4,1.2648819791571952e-07,3.1932110763542153e-08,4.1495949836992454e-08,1e-05,1
705,4-1/66,4-1,4,1.7598953150343988e-07,3.5252615408311965e-08,4.531782536685702e-08,1e-05,1
706,4-1/67,4-1,4,1.2827956175076594e-07,2.8759852618457212e-08,3.789505896115036e-08,1e-05,1
707,4-1/68,4-1,4,1.1857180659546884e-07,3.214938132789389e-08,4.016644765176672e-08,1e-05,1
708,4-1/69,4-1,4,1.6361474985959745e-07,2.9484912441721075e-08,3.9225688460060555e-08,1e-05,1
709,4-1/70,4-1,4,1.146561572351601e-07,2.9754277963530628e-08,3.792871192563799e-08,1e-05,1
710,4-1/71,4-1,4,1.6846746753174102e-07,3.467374550236259e-08,4.475778393963703e-08,1e-05,1
711,4-1/72,4-1,4,1.3652837504984916e-07,3.57939146249296e-08,4.611698571304827e-08,1e-05,1
712,4-1/73,4-1,4,1.5009042908520343e-07,3.1914203163252894e-08,4.130860753589104e-08,1e-05,1
713,4-1/74,4-1,4,1.9135574469419936e-07,3.296660171350264e-08,4.3945116437432376e-08,1e-05,1
714,4-1/75,4-1,4,1.766365960165217e-07,3.212581210592295e-08,4.19310295534871e-08,1e-05,1
715,4-1/76,4-1,4,1.9409717610940902e-07,3.836746850187962e-08,4.94425062506025e-08,1e-05,1
716,4-1/77,4-1,4,1.2232813728640934e-07,2.797061819730135e-08,3.547724600856039e-08,1e-05,1
717,4-1/78,4-1,4,1.7337249913484953e-07,3.7649905672004656e-08,4.8079674298004633e-08,1e-05,1
718,4-1/79,4-1,4,1.00603420039036e-07,2.6820494024389387e-08,3.4095949146034254e-08,1e-05,1
719,4-1/80,4-1,4,1.902155806199346e-07,3.465447268645138e-08,4.382131535018132e-08,1e-05,1
720,4-1/81,4-1,4,1.5540425490900844e-07,3.750739594236405e-08,4.7519624018062565e-08,1e-05,1
721,4-1/82,4-1,4,1.5662776053915195e-07,2.9370239380991437e-08,3.754882260867827e-08,1e-05,1
722,4-1/83,4-1,4,1.8675468438367204e-07,3.473278009689402e-08,4.484657420427593e-08,1e-05,1
723,4-1/84,4-1,4,1.5099110217686729e-07,3.7026226689254766e-08,4.7221774981061556e-08,1e-05,1
724,4-1/85,4-1,4,1.3509448959503345e-07,3.245392003832815e-08,4.1479199351187e-08,1e-05,1
725,4-1/86,4-1,4,1.1062492488722597e-07,2.7159580977350086e-08,3.41135589536306e-08,1e-05,1
726,4-1/87,4-1,4,1.221895221670266e-07,3.022160761724711e-08,3.886443116935673e-08,1e-05,1
727,4-1/88,4-1,4,1.3705793300289315e-07,3.0884235608131373e-08,3.893832582498754e-08,1e-05,1
728,4-1/89,4-1,4,1.3848735913590815e-07,3.8962115463511294e-08,4.879795534325388e-08,1e-05,1
729,4-1/90,4-1,4,1.5155082355722271e-07,3.168440027834003e-08,4.195079034524503e-08,1e-05,1
730,4-2/1,4-2,4,1.627345413979242e-07,3.424049217529882e-08,4.4641347983066456e-08,1e-05,1
731,4-2/2,4-2,4,1.9401016781994684e-07,4.7768812621318495e-08,6.031368753510249e-08,1e-05,1
732,4-2/3,4-2,4,1.548800233619474e-07,3.503170121094588e-08,4.543029893828501e-08,1e-05,1
733,4-2/4,4-2,4,1.5023636534827745e-07,3.5273093974433744e-08,4.4011198793463864e-08,1e-05,1
734,4-2/5,4-2,4,1.4080692423146246e-07,3.602293847512591e-08,4.5548414827665583e-08,1e-05,1
735,4-2/6,4-2,4,1.3980439006466838e-07,3.563935225479904e-08,4.602201495270229e-08,1e-05,1
736,4-2/7,4-2,4,1.2355812617492745e-07,3.346300662656779e-08,4.2272379282348574e-08,1e-05,1
737,4-2/8,4-2,4,1.2877884214557156e-07,3.404584723029568e-08,4.33410381242856e-08,1e-05,1
738,4-2/9,4-2,4,1.5770395556113925e-07,3.590197354572621e-08,4.605419571455135e-08,1e-05,1
739,4-2/10,4-2,4,1.5807798126044048e-07,3.6682590986595165e-08,4.716386673285019e-08,1e-05,1
740,4-2/11,4-2,4,1.5184453239225348e-07,3.845024543089836e-08,4.9485511124368064e-08,1e-05,1
741,4-2/12,4-2,4,1.8646744914807556e-07,3.753482164593729e-08,4.946424206304843e-08,1e-05,1
742,4-2/13,4-2,4,1.6822302639774023e-07,3.667987803796524e-08,4.72846790592352e-08,1e-05,1
743,4-2/14,4-2,4,1.5574116896122092e-07,3.6184505282394485e-08,4.699446493118973e-08,1e-05,1
744,4-2/15,4-2,4,1.2190227005604015e-07,2.8020741463100017e-08,3.604684842660771e-08,1e-05,1
745,4-2/16,4-2,4,1.8840181259527355e-07,3.852822944640204e-08,4.8371578090049246e-08,1e-05,1
746,4-2/17,4-2,4,1.1851297399001481e-07,3.113562532259036e-08,3.978767080290777e-08,1e-05,1
747,4-2/18,4-2,4,1.8410876345686944e-07,3.35889740572152e-08,4.399992080762728e-08,1e-05,1
748,4-2/19,4-2,4,1.390775044018966e-07,3.4572540803687836e-08,4.4716454179412465e-08,1e-05,1
749,4-2/20,4-2,4,1.8975123938780314e-07,4.516703820522598e-08,5.67881202541358e-08,1e-05,1
750,4-2/21,4-2,4,1.7960866338651016e-07,3.361952009272913e-08,4.409008388767309e-08,1e-05,1
751,4-2/22,4-2,4,1.547000224588757e-07,3.526391532608783e-08,4.570220744348593e-08,1e-05,1
752,4-2/23,4-2,4,1.539252560966986e-07,3.867533111823196e-08,4.952371343758468e-08,1e-05,1
753,4-2/24,4-2,4,1.839969467898328e-07,4.218061487394818e-08,5.3373035156549124e-08,1e-05,1
754,4-2/25,4-2,4,1.2656140435662877e-07,3.409060942707932e-08,4.246854872940439e-08,1e-05,1
755,4-2/26,4-2,4,1.3382498809111354e-07,3.6764411971531504e-08,4.670703292652519e-08,1e-05,1
756,4-2/27,4-2,4,1.424193929455697e-07,3.5885480033954435e-08,4.480550679004679e-08,1e-05,1
757,4-2/28,4-2,4,1.3521424080398248e-07,3.744268724095666e-08,4.7106124328286e-08,1e-05,1
758,4-2/29,4-2,4,1.5095524141806038e-07,3.4217303731928146e-08,4.425706084102508e-08,1e-05,1
759,4-2/30,4-2,4,1.284619962627076e-07,3.5167942572817197e-08,4.424512444896398e-08,1e-05,1
760,4-2/31,4-2,4,1.4167744644133506e-07,3.41806669787731e-08,4.210296969309503e-08,1e-05,1
761,4-2/32,4-2,4,1.6587536511014633e-07,4.266078581309762e-08,5.474344723648872e-08,1e-05,1
762,4-2/33,4-2,4,1.7362755566630028e-07,4.2316059280205754e-08,5.414929329659103e-08,1e-05,1
763,4-2/34,4-2,4,1.235650131103938e-07,3.5875364325938303e-08,4.559840949681461e-08,1e-05,1
764,4-2/35,4-2,4,1.2967180706979775e-07,3.118939856341079e-08,4.015015778523373e-08,1e-05,1
765,4-2/36,4-2,4,1.4220742883264137e-07,3.1769113185663876e-08,4.0380874290698606e-08,1e-05,1
766,4-2/37,4-2,4,1.874662218792622e-07,3.500920651054077e-08,4.533897157564853e-08,1e-05,1
767,4-2/38,4-2,4,1.4527369340822105e-07,3.660229799042041e-08,4.620119226974397e-08,1e-05,1
768,4-2/39,4-2,4,1.3080723793024163e-07,3.224508966611571e-08,4.028756280556558e-08,1e-05,1
769,4-2/40,4-2,4,1.3773807439054764e-07,3.47171258046891e-08,4.591813530821e-08,1e-05,1
770,4-2/41,4-2,4,1.7011325670335253e-07,3.387904313538272e-08,4.4792666957267465e-08,1e-05,1
771,4-2/42,4-2,4,1.9081960878075677e-07,4.2493315230203074e-08,5.4855674955151303e-08,1e-05,1
772,4-2/43,4-2,4,1.3441148427606464e-07,3.328110307170715e-08,4.147136148562252e-08,1e-05,1
773,4-2/44,4-2,4,1.8741666696353576e-07,3.5041607856602746e-08,4.398330131549647e-08,1e-05,1
774,4-2/45,4-2,4,1.6165502159104506e-07,3.2819569463182084e-08,4.2945456378511844e-08,1e-05,1
775,4-2/46,4-2,4,1.6515041112441509e-07,3.75107863070254e-08,4.814834159186131e-08,1e-05,1
776,4-2/47,4-2,4,1.7957809683721848e-07,3.45154676721779e-08,4.4877937286519915e-08,1e-05,1
777,4-2/48,4-2,4,1.3920951935642023e-07,3.7747579302809345e-08,4.780920889521139e-08,1e-05,1
778,4-2/49,4-2,4,1.6315310569225971e-07,3.575115927804763e-08,4.5613572895978227e-08,1e-05,1
779,4-2/50,4-2,4,1.1770980168357426e-07,2.999884331506111e-08,3.85780516661946e-08,1e-05,1
780,4-2/51,4-2,4,1.576941784930952e-07,3.778389004775304e-08,4.81080652219245e-08,1e-05,1
781,4-2/52,4-2,4,1.4670980641451337e-07,3.3079799060973205e-08,4.3158973567012634e-08,1e-05,1
782,4-2/53,4-2,4,1.636664728188464e-07,3.659002877388198e-08,4.71766711108751e-08,1e-05,1
783,4-2/54,4-2,4,1.449729791769272e-07,3.463994188245369e-08,4.3503167590123824e-08,1e-05,1
784,4-2/55,4-2,4,1.8505571897087236e-07,3.668393893754104e-08,4.7867014963691955e-08,1e-05,1
785,4-2/56,4-2,4,1.829364458805216e-07,4.034347197511369e-08,5.007995392228738e-08,1e-05,1
786,4-2/57,4-2,4,1.470558347316242e-07,3.538633771209191e-08,4.526093110852252e-08,1e-05,1
787,4-2/58,4-2,4,1.0949114070957222e-07,2.8439219823341222e-08,3.630237667489383e-08,1e-05,1
788,4-2/59,4-2,4,1.0720557652721396e-07,3.052105281731732e-08,3.848147649724476e-08,1e-05,1
789,4-2/60,4-2,4,1.8489604103333335e-07,3.563551480644109e-08,4.533497396145237e-08,1e-05,1
790,4-2/61,4-2,4,1.2146460037776308e-07,3.113750916969361e-08,3.9834618075021076e-08,1e-05,1
791,4-2/62,4-2,4,1.4682428595147456e-07,3.321676497251648e-08,4.2738033445619715e-08,1e-05,1
792,4-2/63,4-2,4,1.5977012646217759e-07,3.542180400823334e-08,4.5338755239898343e-08,1e-05,1
793,4-2/64,4-2,4,1.764734373077559e-07,3.175134297674841e-08,4.074078276597084e-08,1e-05,1
794,4-2/65,4-2,4,1.5999141500522285e-07,3.3862637804773994e-08,4.405942282160295e-08,1e-05,1
795,4-2/66,4-2,4,1.57866614669544e-07,3.8890991106823634e-08,4.927209644775904e-08,1e-05,1
796,4-2/67,4-2,4,1.79363286112455e-07,3.220713688885691e-08,4.207954069067932e-08,1e-05,1
797,4-2/68,4-2,4,1.4430598238579506e-07,3.450025725860864e-08,4.3926010471016806e-08,1e-05,1
798,4-2/69,4-2,4,1.6294695748264587e-07,3.529064924771189e-08,4.480065525837413e-08,1e-05,1
799,4-2/70,4-2,4,1.3920651897869618e-07,3.339366153779794e-08,4.312960949189021e-08,1e-05,1
800,4-2/71,4-2,4,1.6287569570838656e-07,3.502697452464162e-08,4.48212926622255e-08,1e-05,1
801,4-2/72,4-2,4,1.8838773729878966e-07,3.20718856653707e-08,4.171014263265679e-08,1e-05,1
802,4-2/73,4-2,4,1.237199112047449e-07,3.091189591188404e-08,3.964054413357472e-08,1e-05,1
803,4-2/74,4-2,4,1.3769203566216248e-07,4.031313205392039e-08,4.94294230765517e-08,1e-05,1
804,4-2/75,4-2,4,1.6143841008453563e-07,3.442772517891819e-08,4.5424942654968325e-08,1e-05,1
805,4-2/76,4-2,4,1.3730355630237057e-07,2.8642920812524228e-08,3.703090749413859e-08,1e-05,1
806,4-2/77,4-2,4,2.1307267894510318e-07,4.420229596320858e-08,5.771950619586266e-08,1e-05,1
807,4-2/78,4-2,4,1.3430149126136826e-07,2.9616155337523907e-08,3.7597503864202637e-08,1e-05,1
808,4-2/79,4-2,4,1.8818037872403437e-07,3.644458015729578e-08,4.7269739298040175e-08,1e-05,1
809,4-2/80,4-2,4,1.0927518212522358e-07,3.247981386481024e-08,4.061637728185519e-08,1e-05,1
810,5-1/1,5-1,5,1.502213005100117e-07,3.7709902612385346e-08,4.817130626503001e-08,1e-05,1
811,5-1/2,5-1,5,1.5733478275770096e-07,3.267865199628603e-08,4.257811361946635e-08,1e-05,1
812,5-1/3,5-1,5,2.242502618043929e-07,4.5771591225965586e-08,5.7986885900281046e-08,1e-05,1
813,5-1/4,5-1,5,1.5775362638414947e-07,3.4720719255905955e-08,4.458678909007194e-08,1e-05,1
814,5-1/5,5-1,5,1.7082691172731757e-07,3.75469728301911e-08,4.8836254924186554e-08,1e-05,1
815,5-1/6,5-1,5,2.0543049139565284e-07,3.9495679797808116e-08,5.108488630604561e-08,1e-05,1
816,5-1/7,5-1,5,1.714249290296621e-07,3.6621758758451483e-08,4.68107068934946e-08,1e-05,1
817,5-1/8,5-1,5,1.7300186294644249e-07,3.248627273707946e-08,4.195646499852756e-08,1e-05,1
818,5-1/9,5-1,5,1.2581914354825585e-07,3.569539854938849e-08,4.4641037580634155e-08,1e-05,1
819,5-1/10,5-1,5,2.1513551473617554e-07,3.665360163231073e-08,4.6290216235494193e-08,1e-05,1
820,5-1/11,5-1,5,1.5039134859673453e-07,3.549796185116219e-08,4.60040292106843e-08,1e-05,1
821,5-1/12,5-1,5,1.9133312512131795e-07,3.938305344101293e-08,4.988401978785071e-08,1e-05,1
822,5-1/13,5-1,5,1.6447057082924488e-07,3.6069412863380924e-08,4.668188194927484e-08,1e-05,1
823,5-1/14,5-1,5,1.5990808588384198e-07,3.586565996744804e-08,4.565450496615149e-08,1e-05,1
824,5-1/15,5-1,5,1.793675377115278e-07,3.787241170006295e-08,4.7397002233938964e-08,1e-05,1
825,5-1/16,5-1,5,1.53530816504599e-07,3.625864059734491e-08,4.709660829249334e-08,1e-05,1
826,5-1/17,5-1,5,1.4606603360167725e-07,3.086624902439535e-08,3.8648585387956265e-08,1e-05,1
827,5-1/18,5-1,5,1.5741044845363206e-07,3.61363526311687e-08,4.6637675002387464e-08,1e-05,1
828,5-1/19,5-1,5,2.173350212020253e-07,4.042983315734979e-08,5.160696728978853e-08,1e-05,1
829,5-1/20,5-1,5,1.642762157416655e-07,3.551754236736722e-08,4.4525226377973255e-08,1e-05,1
830,5-1/21,5-1,5,1.7430980470134472e-07,4.100270554463266e-08,5.271544799430261e-08,1e-05,1
831,5-1/22,5-1,5,1.7630803372803427e-07,3.891201216133522e-08,4.9356731098543185e-08,1e-05,1
832,5-1/23,5-1,5,1.5484250126540644e-07,3.4702384765800686e-08,4.4207319673337015e-08,1e-05,1
833,5-1/24,5-1,5,1.5927142760219226e-07,3.4250797589275645e-08,4.4354514971943526e-08,1e-05,1
834,5-1/25,5-1,5,1.7457161127776288e-07,3.568502898094761e-08,4.627107096745385e-08,1e-05,1
835,5-1/26,5-1,5,1.6351003861991842e-07,3.728295394279793e-08,4.687617172581787e-08,1e-05,1
836,5-1/27,5-1,5,1.585151392369255e-07,4.0760000074398764e-08,5.143288384963768e-08,1e-05,1
837,5-1/28,5-1,5,1.4411122961632827e-07,3.603801241169766e-08,4.6002589920862764e-08,1e-05,1
838,5-1/29,5-1,5,1.8212530317196496e-07,3.3761323256469844e-08,4.3880929682145955e-08,1e-05,1
839,5-1/30,5-1,5,1.7906865457106846e-07,3.452960072504084e-08,4.5120417168400685e-08,1e-05,1
840,5-1/31,5-1,5,1.830558710169683e-07,3.594713684243977e-08,4.641781041886765e-08,1e-05,1
841,5-1/32,5-1,5,1.63556772347917e-07,3.877732175582271e-08,4.87080682619111e-08,1e-05,1
842,5-1/33,5-1,5,1.7530777851604284e-07,4.435096247725688e-08,5.575974864965499e-08,1e-05,1
843,5-1/34,5-1,5,1.5563434985210733e-07,3.8879813703433034e-08,4.90237979252323e-08,1e-05,1
844,5-1/35,5-1,5,1.5023942323555417e-07,3.4376715758024637e-08,4.446518701671173e-08,1e-05,1
845,5-1/36,5-1,5,1.6047404394203824e-07,3.719980150845507e-08,4.7023967789943804e-08,1e-05,1
846,5-1/37,5-1,5,1.5870999459099977e-07,3.444766018097999e-08,4.4619444669184794e-08,1e-05,1
847,5-1/38,5-1,5,1.3977289203825904e-07,3.303078061818199e-08,4.179520186762348e-08,1e-05,1
848,5-1/39,5-1,5,1.7528471230043863e-07,3.7033076844193517e-08,4.7620140116432365e-08,1e-05,1
849,5-1/40,5-1,5,1.397999854768628e-07,3.621120401901171e-08,4.5857272685834444e-08,1e-05,1
850,5-1/41,5-1,5,1.8821106295696666e-07,3.5959770401887784e-08,4.612424853950622e-08,1e-05,1
851,5-1/42,5-1,5,1.51903819967103e-07,3.451691734603391e-08,4.4092152654790857e-08,1e-05,1
852,5-1/43,5-1,5,1.3638543738814235e-07,3.6828374271840366e-08,4.6079004094334364e-08,1e-05,1
853,5-1/44,5-1,5,1.4531928893557478e-07,3.415028857943056e-08,4.3253775758795853e-08,1e-05,1
854,5-1/45,5-1,5,1.7984604916421176e-07,3.5776478185165904e-08,4.775706332376351e-08,1e-05,1
855,5-1/46,5-1,5,1.3541055177146433e-07,3.6091332883460025e-08,4.567463844607303e-08,1e-05,1
856,5-1/47,5-1,5,1.3964516731856946e-07,3.536708790031331e-08,4.4948883050847e-08,1e-05,1
857,5-1/48,5-1,5,1.420047964773019e-07,3.521472995149377e-08,4.582817240555571e-08,1e-05,1
858,5-1/49,5-1,5,1.2957531470014771e-07,3.247022229379208e-08,4.169447159384871e-08,1e-05,1
859,5-1/50,5-1,5,1.5425615496056366e-07,3.7894667162558526e-08,4.819188900201599e-08,1e-05,1
860,5-1/51,5-1,5,1.5735626202051378e-07,3.7681908701058006e-08,4.799897826328951e-08,1e-05,1
861,5-1/52,5-1,5,1.500127237985538e-07,3.784461179440315e-08,4.8210418768407e-08,1e-05,1
862,5-1/53,5-1,5,1.587546792913841e-07,3.991601770401324e-08,5.161913273439072e-08,1e-05,1
863,5-1/54,5-1,5,1.7972741561678163e-07,3.59563772986291e-08,4.665136512085593e-08,1e-05,1
864,5-1/55,5-1,5,1.8316199390522314e-07,3.706988518826464e-08,4.741118736772669e-08,1e-05,1
865,5-1/56,5-1,5,1.859707645657238e-07,3.9799648880847236e-08,5.120695869614855e-08,1e-05,1
866,5-1/57,5-1,5,1.5469299130543845e-07,3.60331761608251e-08,4.711720539055313e-08,1e-05,1
867,5-1/58,5-1,5,1.2507204172340636e-07,3.481227076080351e-08,4.412873188775586e-08,1e-05,1
868,5-1/59,5-1,5,1.5349922011242967e-07,3.6301839999025474e-08,4.665578526024956e-08,1e-05,1
869,5-1/60,5-1,5,1.7537520458077438e-07,3.686633833443124e-08,4.761265951107623e-08,1e-05,1
870,5-1/61,5-1,5,1.4223835687054986e-07,3.779372666552619e-08,4.6601487969771345e-08,1e-05,1
871,5-1/62,5-1,5,1.47692925445142e-07,3.549134595738833e-08,4.46632986130571e-08,1e-05,1
872,5-1/63,5-1,5,1.7847137923077128e-07,3.6705862929924485e-08,4.9508274276112356e-08,1e-05,1
873,5-1/64,5-1,5,1.1600186489157949e-07,3.2916163229047805e-08,4.1918384233210824e-08,1e-05,1
874,5-1/65,5-1,5,1.922249790453634e-07,3.4290726980843187e-08,4.4731471234178755e-08,1e-05,1
875,5-1/66,5-1,5,1.7151059805708968e-07,3.804081222346418e-08,4.8409476605178306e-08,1e-05,1
876,5-1/67,5-1,5,2.030694518095899e-07,3.8734816916605246e-08,4.960973943751549e-08,1e-05,1
877,5-1/68,5-1,5,1.7077849590041438e-07,3.848839575747533e-08,4.806797765029268e-08,1e-05,1
878,5-1/69,5-1,5,1.7783359429479617e-07,3.798215555295703e-08,4.860678428710969e-08,1e-05,1
879,5-1/70,5-1,5,1.615475093696972e-07,3.699525817961033e-08,4.801892241574349e-08,1e-05,1
880,5-1/71,5-1,5,1.509984338676773e-07,4.2445170943601475e-08,5.169117949352014e-08,1e-05,1
881,5-1/72,5-1,5,1.4216263088950853e-07,3.670702447994732e-08,4.670321250447313e-08,1e-05,1
882,5-1/73,5-1,5,2.1181537623871094e-07,4.2605672241936134e-08,5.546636244627097e-08,1e-05,1
883,5-1/74,5-1,5,1.8479100138968363e-07,4.031523943225119e-08,5.152240504819172e-08,1e-05,1
884,5-1/75,5-1,5,1.7339532976112793e-07,3.703173545942382e-08,4.746112389525038e-08,1e-05,1
885,5-1/76,5-1,5,1.6648193867929706e-07,3.6721155590911236e-08,4.600836591801266e-08,1e-05,1
886,5-1/77,5-1,5,1.548769626991131e-07,3.193025091495749e-08,4.073326438829044e-08,1e-05,1
887,5-1/78,5-1,5,1.895783553473862e-07,3.9821231368061876e-08,5.1571195608602025e-08,1e-05,1
888,5-1/79,5-1,5,1.29272410998027e-07,3.393966879322132e-08,4.351132742812203e-08,1e-05,1
889,5-1/80,5-1,5,1.358489198910462e-07,3.100227134096323e-08,3.93926070893925e-08,1e-05,1
890,5-2/1,5-2,5,1.5301490918773197e-07,3.731962460193758e-08,4.7079978866295994e-08,1e-05,1
891,5-2/2,5-2,5,1.8636714027575607e-07,4.013436381221398e-08,5.2272727876541984e-08,1e-05,1
892,5-2/3,5-2,5,1.4649452417803133e-07,3.6871487090569236e-08,4.619891783993681e-08,1e-05,1
893,5-2/4,5-2,5,1.9969288667098795e-07,3.888349099631366e-08,4.9929775651109405e-08,1e-05,1
894,5-2/5,5-2,5,2.0067825534653139e-07,3.698148187482518e-08,4.7261045527532464e-08,1e-05,1
895,5-2/6,5-2,5,1.2136738847257078e-07,3.5218674257543347e-08,4.4359409557588285e-08,1e-05,1
896,5-2/7,5-2,5,1.828378765056371e-07,3.90666282413368e-08,5.0196720228794094e-08,1e-05,1
897,5-2/8,5-2,5,1.4672888126732175e-07,3.355446452861878e-08,4.379890720705766e-08,1e-05,1
898,5-2/9,5-2,5,1.768842872174048e-07,3.15531158633115e-08,4.080208174671782e-08,1e-05,1
899,5-2/10,5-2,5,1.2615187627851299e-07,3.093926164118118e-08,3.808938711550783e-08,1e-05,1
900,5-2/11,5-2,5,1.498968292823477e-07,3.754082449239983e-08,4.750312765869975e-08,1e-05,1
901,5-2/12,5-2,5,1.6536261615573977e-07,3.8985173239296377e-08,4.882510450176015e-08,1e-05,1
902,5-2/13,5-2,5,1.355599799079954e-07,3.2368285077046174e-08,4.219829444217593e-08,1e-05,1
903,5-2/14,5-2,5,1.7518362316337743e-07,4.229282425221683e-08,5.268257509288017e-08,1e-05,1
904,5-2/15,5-2,5,1.5671618946999644e-07,3.652374132513766e-08,4.578162334824599e-08,1e-05,1
905,5-2/16,5-2,5,1.6446466788444525e-07,3.467520358431709e-08,4.53396046296036e-08,1e-05,1
906,5-2/17,5-2,5,1.624874448324931e-07,3.5536360629791744e-08,4.528379893879999e-08,1e-05,1
907,5-2/18,5-2,5,1.3164851975222547e-07,3.382047931718871e-08,4.377457693327792e-08,1e-05,1
908,5-2/19,5-2,5,1.4668070413836887e-07,3.2620818156811216e-08,4.031145466569102e-08,1e-05,1
909,5-2/20,5-2,5,1.2998885268178384e-07,3.158651483015198e-08,3.9521606543650834e-08,1e-05,1
