model_id,role,view,classifier,n,accuracy,balanced_accuracy,macro_f1,negative_log_likelihood,multiclass_brier_score,expected_calibration_error,equal_constructed_batch_accuracy,fold_balanced_accuracy_min,fold_balanced_accuracy_max,fold_balanced_accuracy_mean,fold_balanced_accuracy_sd,errors,same_oof_selected,late_spectral_weight,late_mat_weight
late_w0.50__radial_inner_minus_outer__rbf_svm,same_oof_late_fusion_exploratory_only,radial_inner_minus_outer,spectral_ensemble_plus_rbf_svm,1012,0.9812252964426877,0.9814942470043573,0.9814677065389683,0.527068667081276,0.22255783614269226,0.3715169193901348,0.9812210973628297,0.9692095588235294,0.9921875,0.9815355829831933,0.009048091877627484,19,0,0.5,0.5
late_w0.75__radial_inner_minus_outer__rbf_svm,same_oof_late_fusion_exploratory_only,radial_inner_minus_outer,spectral_ensemble_plus_rbf_svm,1012,0.9812252964426877,0.9814368021514162,0.9814439684697318,0.2889914746998282,0.09449588066860666,0.2072988523893884,0.9812210973628297,0.9692095588235294,0.9921875,0.9814781381302522,0.008065258020943383,19,0,0.75,0.25
late_w0.25__radial_inner_minus_outer__extra_trees,same_oof_late_fusion_exploratory_only,radial_inner_minus_outer,spectral_ensemble_plus_extra_trees,1012,0.7519762845849802,0.7531126599945533,0.7506318317888612,0.8831769554499646,0.46080943295807003,0.2797135133115792,0.7519763154605674,0.716522907239819,0.7813156512605042,0.7532112304056238,0.02086897970684669,251,0,0.25,0.75
late_w0.50__radial_inner_minus_outer__extra_trees,same_oof_late_fusion_exploratory_only,radial_inner_minus_outer,spectral_ensemble_plus_extra_trees,1012,0.9713438735177866,0.9717860668572985,0.9713821102974052,0.5338783644968258,0.2373143451745037,0.3609208139119129,0.9713629546306712,0.9462316176470589,0.9921875,0.9718274028361344,0.015256274487885357,29,0,0.5,0.5
late_w0.75__radial_inner_minus_outer__extra_trees,same_oof_late_fusion_exploratory_only,radial_inner_minus_outer,spectral_ensemble_plus_extra_trees,1012,0.9812252964426877,0.9814368021514162,0.9814403893775034,0.2905960050404482,0.09797436383082295,0.20769156527586458,0.9812289088863893,0.9613970588235294,0.9921875,0.9814781381302522,0.010786029585222687,19,0,0.75,0.25
late_w0.25__mat_all__shrinkage_lda,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_shrinkage_lda,1012,0.8270750988142292,0.8295760144335512,0.8279765117097619,0.46603722586478885,0.2536166775795975,0.09538396001249283,0.8271466066741657,0.7808560924369747,0.9145220588235294,0.8297826943277311,0.039577960736766525,175,0,0.25,0.75
late_w0.50__mat_all__shrinkage_lda,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_shrinkage_lda,1012,0.9664031620553359,0.9669606992102396,0.9668915865280601,0.30612311192154434,0.14069700344717206,0.18703250256958634,0.966449506311711,0.9457720588235294,0.984375,0.9670020351890756,0.01518761069315688,34,0,0.5,0.5
late_w0.75__mat_all__shrinkage_lda,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_shrinkage_lda,1012,0.9772727272727273,0.9775879970043573,0.9775026392399528,0.19146373368202171,0.0704212738963155,0.11952128243611793,0.9772762779652544,0.9618566176470589,0.9848345588235294,0.9776293329831933,0.008422445217589938,23,0,0.75,0.25
late_w0.25__mat_all__logistic_regression,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_logistic_regression,1012,0.8330039525691699,0.8354438997821351,0.8328526823195217,0.5067157379631625,0.2667218853177101,0.13748601409646463,0.8330130608673916,0.811186974789916,0.8910845588235294,0.835609243697479,0.028093457973471247,169,0,0.25,0.75
late_w0.50__mat_all__logistic_regression,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_logistic_regression,1012,0.9713438735177866,0.9717860668572985,0.9716087128212313,0.3303854929711176,0.14665278979565555,0.2141595176712145,0.9713707661542308,0.9540441176470589,0.9921875,0.9718274028361344,0.01219420251434158,29,0,0.5,0.5
late_w0.75__mat_all__logistic_regression,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_logistic_regression,1012,0.9782608695652174,0.9785645595043573,0.9784551920377333,0.20258809042851011,0.07200865766542813,0.13139043321830743,0.9782605299337583,0.9618566176470589,0.9910714285714286,0.9786058954831933,0.009546362634817306,22,0,0.75,0.25
late_w0.25__mat_all__rbf_svm,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_rbf_svm,1012,0.9031620553359684,0.9046904786220044,0.9034757259117114,0.75039107814406,0.3717709408986923,0.3869800422975824,0.9031996000499938,0.8377757352941176,0.9457720588235294,0.9047318146008403,0.03152587782074066,98,0,0.25,0.75
late_w0.50__mat_all__rbf_svm,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_rbf_svm,1012,0.974308300395257,0.9747157543572985,0.9746009583967487,0.46989682689666634,0.19731411817109862,0.3237171717123502,0.9743078990126235,0.9613970588235294,0.984375,0.9747570903361344,0.008672429630792339,26,0,0.5,0.5
late_w0.75__mat_all__rbf_svm,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_rbf_svm,1012,0.9782608695652174,0.9785645595043573,0.9784588141147879,0.2645798924322584,0.08765363418054382,0.18356337424548108,0.9782605299337583,0.9618566176470589,0.9848345588235294,0.9786058954831933,0.008728439399534965,22,0,0.75,0.25
late_w0.25__mat_all__extra_trees,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_extra_trees,1012,0.8468379446640316,0.848564729711329,0.8471656801263681,0.8355500244517546,0.42371472080229045,0.3694298444824059,0.8468238345206849,0.7716699660633484,0.8841911764705882,0.8484661593002585,0.04228831549117384,155,0,0.25,0.75
late_w0.50__mat_all__extra_trees,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_extra_trees,1012,0.9733201581027668,0.9736817470043573,0.9735688887216191,0.5139334414171315,0.22096122971906623,0.35100145522441684,0.9733236470441196,0.9462316176470589,0.9910714285714286,0.9737230829831933,0.014537048186200432,27,0,0.5,0.5
late_w0.75__mat_all__extra_trees,same_oof_late_fusion_exploratory_only,mat_all,spectral_ensemble_plus_extra_trees,1012,0.9792490118577075,0.9794836771514162,0.9794661304267969,0.28363762989461744,0.09398615242731205,0.19897371132961497,0.9792447819022623,0.9613970588235294,0.9910714285714286,0.9795250131302522,0.011419569232865114,21,0,0.75,0.25
