model_id,role,view,classifier,held_out_batch,n,accuracy,balanced_accuracy,macro_f1,negative_log_likelihood,multiclass_brier_score,expected_calibration_error,errors
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,1,127,0.2283464566929134,0.23076418067226892,0.2282302205272172,1.9188686119388425,0.8416913647632581,0.08033668700382507,98
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,2,127,0.2047244094488189,0.2111344537815126,0.21635236034213015,1.9429681666387433,0.854565078487327,0.1368962284615433,101
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,3,127,0.2440944881889764,0.2530856092436975,0.22831622526367187,1.8768793320582255,0.8165134503837141,0.10882743479017126,96
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,4,126,0.2619047619047619,0.2735789027149321,0.256029245690371,1.8818513003968598,0.8330376807929347,0.0843588221568314,93
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,5,126,0.2698412698412698,0.28135605203619907,0.26726356653154404,1.87019607859811,0.8175686225670968,0.036630222156923686,92
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,6,126,0.1984126984126984,0.2074731334841629,0.18778920966420964,2.029906856927549,0.8598525834618175,0.08479845329612819,101
morphology__extra_trees,development_mat_view_candidate,morphology,extra_trees,7,126,0.2619047619047619,0.27806843891402716,0.24670685955796107,1.9423420080928688,0.8311662701864745,0.0786895910541079,93
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,0,127,0.5590551181102362,0.557641806722689,0.5368815799333109,1.0580780714046205,0.5451216073757272,0.0673944864088043,56
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,1,127,0.6535433070866141,0.6515887605042017,0.6451579774500668,0.9776366393643533,0.499482132773165,0.09636206446682434,44
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,2,127,0.6299212598425197,0.6339942226890757,0.626758956074515,0.9502323766860146,0.49292615508588117,0.11217609297370881,47
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,3,127,0.6535433070866141,0.657891281512605,0.6416424070100541,0.9313035763621182,0.48159630926767416,0.10790933074443818,44
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,4,126,0.6507936507936508,0.6531391402714932,0.6451839282721635,0.944828368879369,0.4787377865510082,0.12098814256718084,44
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,5,126,0.6587301587301587,0.6640978506787331,0.6429453443987716,0.931931733511405,0.45740353402181827,0.11463332779475924,43
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,6,126,0.6825396825396826,0.6857324660633484,0.6723420363504451,1.0129630918287174,0.4853326889308983,0.11837256571551047,40
foreground_std__shrinkage_lda,development_mat_view_candidate,foreground_std,shrinkage_lda,7,126,0.5396825396825397,0.5451781674208145,0.5370512090991955,1.020432557909536,0.535921554163336,0.09892344212931507,58
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,0,127,0.5984251968503937,0.5978203781512605,0.5854165157838097,1.0286226614784628,0.5279787259866938,0.08472325329787239,51
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,1,127,0.6299212598425197,0.6297268907563025,0.6181665238201633,1.043477486943447,0.5239382904006071,0.10749712134756712,47
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,2,127,0.6220472440944882,0.6261817226890757,0.6154231529911249,0.9630512379031096,0.49325647207199236,0.14105222167276704,48
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,3,127,0.6377952755905512,0.6406906512605042,0.6293687383291642,0.9729892993659701,0.5068716698372877,0.12169885000514503,46
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,4,126,0.6666666666666666,0.6687641402714932,0.662027481180707,0.9629176645276076,0.4893024031997132,0.1374876083980946,42
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,5,126,0.6666666666666666,0.6719103506787331,0.6574475871659469,0.9364149379577854,0.4616654282457455,0.13718292538752552,42
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,6,126,0.6428571428571429,0.6471295248868778,0.6330947365683675,1.0103440518943367,0.4887167228546657,0.11795253340201858,45
foreground_std__logistic_regression,development_mat_view_candidate,foreground_std,logistic_regression,7,126,0.5396825396825397,0.5451781674208145,0.5312812019969277,1.0405830032221306,0.5337178079922374,0.17898260005950276,58
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,0,127,0.4015748031496063,0.40323004201680673,0.3803098257161461,1.3965154584268409,0.6925027007138687,0.09831418150510193,76
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,1,127,0.5039370078740157,0.5057116596638656,0.4903018799078581,1.3730477748480128,0.6660383466873347,0.11379268237090995,63
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,2,127,0.47244094488188976,0.476234243697479,0.4505488090287173,1.3261737581713948,0.6543916021874935,0.06943355118212187,67
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,3,127,0.47244094488188976,0.4809611344537815,0.43932024927662217,1.276498161802874,0.6425923666741594,0.06849126379590162,67
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,4,126,0.42063492063492064,0.42526866515837103,0.4053968118511452,1.3244879760836101,0.663477745074307,0.07754343357309497,73
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,5,126,0.48412698412698413,0.4895361990950226,0.45648600126528815,1.248404078834314,0.6216478919551679,0.11595850991301374,65
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,6,126,0.4523809523809524,0.4555995475113122,0.4299091674091674,1.3016012939156485,0.6443822421048696,0.07785475352255138,69
foreground_std__rbf_svm,development_mat_view_candidate,foreground_std,rbf_svm,7,126,0.47619047619047616,0.4831377262443439,0.4600581298350061,1.302286550066475,0.6356466733890614,0.1260482964505986,66
foreground_std__extra_trees,development_mat_view_candidate,foreground_std,extra_trees,0,127,0.3779527559055118,0.3816307773109244,0.3782164923276575,1.8019388588688598,0.7338623121316806,0.09285963475467737,79
