direction,model,condition,calibration,n_seeds,accuracy_mean,accuracy_sd,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_sd,macro_f1_min,macro_f1_max,nll_mean,nll_sd,nll_min,nll_max,brier_mean,brier_sd,brier_min,brier_max,ece_10_mean,ece_10_sd,ece_10_min,ece_10_max
suffix_1_to_2,snv_lr,mask_only,raw,3,0.11617806731813246,0.0244480570015151,0.08794788273615635,0.13029315960912052,0.125,0.0,0.125,0.125,0.02594882281546417,0.004970329350669977,0.020209580838323353,0.02881844380403458,24.420902484653464,0.6755247792522895,24.03088807150789,25.200931310944604,1.767643865363735,0.04889611400303009,1.739413680781759,1.8241042345276872,0.8838219326818675,0.024448057001515106,0.8697068403908794,0.9120521172638436
suffix_1_to_2,snv_lr,mask_only,temperature_scaled,3,0.11617806731813246,0.0244480570015151,0.08794788273615635,0.13029315960912052,0.125,0.0,0.125,0.125,0.02594882281546417,0.004970329350669977,0.020209580838323353,0.02881844380403458,24.420902484653464,0.6755247792522895,24.03088807150789,25.200931310944604,1.767643865363735,0.04889611400303009,1.739413680781759,1.8241042345276872,0.8838219326818675,0.024448057001515106,0.8697068403908794,0.9120521172638436
suffix_1_to_2,snv_lr,mean_broadcast,raw,3,0.8344191096634094,0.006780671008033009,0.8289902280130294,0.8420195439739414,0.8403935185185185,0.006505206248331651,0.8351851851851853,0.8476851851851852,0.8278694269288565,0.0075807811508700786,0.8232901906117867,0.8366197872213655,0.8069112210363271,0.17002323433034885,0.6527531405942848,0.9892725716801887,0.270075682290885,0.014271453400739844,0.2598665885374122,0.28638313886640465,0.0973589903655802,0.03299757079784326,0.06271887306457397,0.1284226432908018
suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,3,0.8344191096634094,0.006780671008033009,0.8289902280130294,0.8420195439739414,0.8403935185185185,0.006505206248331651,0.8351851851851853,0.8476851851851852,0.8278694269288565,0.0075807811508700786,0.8232901906117867,0.8366197872213655,0.6418729098320982,0.040219922364003874,0.612696588755041,0.6877532238802984,0.2545955586243756,0.010502547501329815,0.2424701984812002,0.26084594875538675,0.05241936386043602,0.024732497425594743,0.03343284931872112,0.08038775653201481
suffix_1_to_2,snv_lr,spatial_shuffle,raw,3,0.8344191096634094,0.006780671008033009,0.8289902280130294,0.8420195439739414,0.8403935185185185,0.006505206248331651,0.8351851851851853,0.8476851851851852,0.8278694269288565,0.0075807811508700786,0.8232901906117867,0.8366197872213655,0.8069112210363271,0.17002323433034885,0.6527531405942848,0.9892725716801887,0.270075682290885,0.014271453400739844,0.2598665885374122,0.28638313886640465,0.0973589903655802,0.03299757079784326,0.06271887306457397,0.1284226432908018
suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,3,0.8344191096634094,0.006780671008033009,0.8289902280130294,0.8420195439739414,0.8403935185185185,0.006505206248331651,0.8351851851851853,0.8476851851851852,0.8278694269288565,0.0075807811508700786,0.8232901906117867,0.8366197872213655,0.6418729098320982,0.040219922364003874,0.612696588755041,0.6877532238802984,0.2545955586243756,0.010502547501329815,0.2424701984812002,0.26084594875538675,0.05241936386043602,0.024732497425594743,0.03343284931872112,0.08038775653201481
suffix_1_to_2,spectral_only,full,raw,3,0.2719869706840391,0.21916886734596366,0.13029315960912052,0.5244299674267101,0.27548225308641977,0.22241662332993573,0.125,0.5309606481481481,0.2030362426162974,0.2541160274814388,0.02881844380403458,0.4946227064536025,1.8143588672280373,0.4580043776189825,1.2855022318312488,2.0797893404745964,0.7940497714803056,0.13993272122767664,0.6324696332847017,0.87508616495735,0.0647619806878443,0.08289930003403116,0.0013881517827156742,0.15857869719674814
suffix_1_to_2,spectral_only,full,temperature_scaled,3,0.2719869706840391,0.21916886734596366,0.13029315960912052,0.5244299674267101,0.27548225308641977,0.22241662332993573,0.125,0.5309606481481481,0.2030362426162974,0.2541160274814388,0.02881844380403458,0.4946227064536025,1.787493527415539,0.5049165457787613,1.2044681571746563,2.080340919532781,0.7825838252346404,0.15988594250929078,0.5979638276929974,0.8752209216621719,0.03717343078739259,0.03783118812007674,0.002047532554026482,0.07722698348759562
suffix_1_to_2,spectral_only,mask_only,raw,3,0.11617806731813246,0.0244480570015151,0.08794788273615635,0.13029315960912052,0.125,0.0,0.125,0.125,0.02594882281546417,0.004970329350669977,0.020209580838323353,0.02881844380403458,3.8421587371824217,3.0545912237153483,2.077605836278989,7.369296684751481,1.1684924038350075,0.5087059846347212,0.8745506393412106,1.7558954126552135,0.29385146449728367,0.5064208987226008,0.0010926198565656131,0.8786157871352522
suffix_1_to_2,spectral_only,mask_only,temperature_scaled,3,0.11617806731813246,0.0244480570015151,0.08794788273615635,0.13029315960912052,0.125,0.0,0.125,0.125,0.02594882281546417,0.004970329350669977,0.020209580838323353,0.02881844380403458,5.6830936046792795,6.242436090115533,2.077469901255276,12.891237696055846,1.190484822954497,0.5466070914695492,0.8745184904185332,1.8216521710931641,0.307139034283436,0.5228707787135348,0.0006839006212610299,0.9108749689852791
