run_id,direction,train_suffix,test_suffix,model,seed,condition,n_train,n_validation,training_seconds,evaluation_seconds,parameter_count,calibration,n,n_correct,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,nll,brier,ece_10
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,full,491,123,20.184931499999948,8.175140999999712,79624,raw,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.0795641086822503,0.8750308246996046,0.005186790031370653
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,full,491,123,20.184931499999948,8.175140999999712,79624,temperature_scaled,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.079457963280668,0.8750041189589924,0.0038924202247261896
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,spatial_shuffle,491,123,20.184931499999948,8.09807909999654,79624,raw,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.0795641086822503,0.8750308246996046,0.005186790031370653
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,spatial_shuffle,491,123,20.184931499999948,8.09807909999654,79624,temperature_scaled,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.079457963280668,0.8750041189589924,0.0038924202247261896
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,mask_only,491,123,20.184931499999948,8.214200900001742,79624,raw,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,2.0797358359131852,0.8750732953616261,0.003959735490831673
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,mask_only,491,123,20.184931499999948,8.214200900001742,79624,temperature_scaled,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,2.0795049319095065,0.8750158310783179,0.002430437898462562
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,mean_broadcast,491,123,20.184931499999948,8.188551999999618,79624,raw,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.0795641086822503,0.8750308246996046,0.005186790031370653
suffix_2_to_1__spectral_only__seed_42,suffix_2_to_1,2,1,spectral_only,42,mean_broadcast,491,123,20.184931499999948,8.188551999999618,79624,temperature_scaled,650,79,0.12153846153846154,0.1234375,0.02193877551020408,0.1234375,0.03555394949409064,2.079457963280668,0.8750041189589924,0.0038924202247261896
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,full,491,123,152.94232100000227,10.588414300000295,209000,raw,650,271,0.4169230769230769,0.4189236111111111,0.4260261534701879,0.4189236111111111,0.407270044902608,1.5097240543652726,0.7132709183102158,0.11502250138065448
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,full,491,123,152.94232100000227,10.588414300000295,209000,temperature_scaled,650,271,0.4169230769230769,0.4189236111111111,0.4260261534701879,0.4189236111111111,0.407270044902608,1.4589191225564333,0.690386513398617,0.0334731591612306
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,spatial_shuffle,491,123,152.94232100000227,10.73231620000297,209000,raw,650,128,0.19692307692307692,0.19392361111111112,0.19199148745519715,0.19392361111111112,0.15547339397005816,2.850264457675199,0.9789747685122591,0.24332661104036535
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,spatial_shuffle,491,123,152.94232100000227,10.73231620000297,209000,temperature_scaled,650,128,0.19692307692307692,0.19392361111111112,0.19199148745519715,0.19392361111111112,0.15547339397005816,2.433317985655835,0.9253262190008964,0.16547008015397588
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,mask_only,491,123,152.94232100000227,10.56586189999507,209000,raw,650,127,0.19538461538461538,0.19357638888888887,0.19329894281948332,0.19357638888888887,0.16143612898886145,2.9416991107207004,0.9793826879853882,0.25878053889336544
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,mask_only,491,123,152.94232100000227,10.56586189999507,209000,temperature_scaled,650,127,0.19538461538461538,0.19357638888888887,0.19329894281948332,0.19357638888888887,0.16143612898886145,2.482560352880154,0.926220278967963,0.18271675805263357
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,mean_broadcast,491,123,152.94232100000227,10.717045499994128,209000,raw,650,130,0.2,0.19739583333333333,0.18194695893760893,0.19739583333333333,0.15406027555296323,2.8638825134814114,0.9777262612145992,0.255811284645216
suffix_2_to_1__fusion_net__seed_42,suffix_2_to_1,2,1,fusion_net,42,mean_broadcast,491,123,152.94232100000227,10.717045499994128,209000,temperature_scaled,650,130,0.2,0.19739583333333333,0.18194695893760893,0.19739583333333333,0.15406027555296323,2.435597966085888,0.9228662941389334,0.1743230506592559
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,full,491,123,0.6618155999967712,0.2842078000030597,3144,raw,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.5463164067143542,0.19687059991570588,0.06711568154958122
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,full,491,123,0.6618155999967712,0.2842078000030597,3144,temperature_scaled,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.41869629770090927,0.18950554773824094,0.030047506695614075
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,spatial_shuffle,491,123,0.6618155999967712,0.28924490000645164,3144,raw,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.5463164067143542,0.19687059991570588,0.06711568154958122
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,spatial_shuffle,491,123,0.6618155999967712,0.28924490000645164,3144,temperature_scaled,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.41869629770090927,0.18950554773824094,0.030047506695614075
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,mask_only,491,123,0.6618155999967712,0.2932264999981271,3144,raw,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,23.805187422953825,1.7230769230769232,0.8615384615384616
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,mask_only,491,123,0.6618155999967712,0.2932264999981271,3144,temperature_scaled,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,23.805187422953825,1.7230769230769232,0.8615384615384616
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,mean_broadcast,491,123,0.6618155999967712,0.2949910999959684,3144,raw,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.5463164067143542,0.19687059991570588,0.06711568154958122
suffix_2_to_1__snv_lr__seed_2024,suffix_2_to_1,2,1,snv_lr,2024,mean_broadcast,491,123,0.6618155999967712,0.2949910999959684,3144,temperature_scaled,650,575,0.8846153846153846,0.8836805555555556,0.8810907992426256,0.8836805555555556,0.8806047604118019,0.41869629770090927,0.18950554773824094,0.030047506695614075
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,full,491,123,18.90815350000048,8.271762499993201,79624,raw,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0789247002363256,0.8748706806257294,0.010359427422774126
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,full,491,123,18.90815350000048,8.271762499993201,79624,temperature_scaled,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0787270743687696,0.8748169455477482,0.0007698150423907923
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,spatial_shuffle,491,123,18.90815350000048,8.315516500006197,79624,raw,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0789247002363256,0.8748706806257294,0.010359427422774126
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,spatial_shuffle,491,123,18.90815350000048,8.315516500006197,79624,temperature_scaled,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0787270743687696,0.8748169455477482,0.0007698150423907923
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,mask_only,491,123,18.90815350000048,8.37528790000215,79624,raw,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,2.0797206803441455,0.8750700469295243,0.005778289190212865
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,mask_only,491,123,18.90815350000048,8.37528790000215,79624,temperature_scaled,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,2.084083445436666,0.8761225004804186,0.017575391761886633
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,mean_broadcast,491,123,18.90815350000048,8.23064709999744,79624,raw,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0789247002363256,0.8748706806257294,0.010359427422774126
suffix_2_to_1__spectral_only__seed_2024,suffix_2_to_1,2,1,spectral_only,2024,mean_broadcast,491,123,18.90815350000048,8.23064709999744,79624,temperature_scaled,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,2.0787270743687696,0.8748169455477482,0.0007698150423907923
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,full,491,123,142.183417500004,10.504308499999752,209000,raw,650,270,0.4153846153846154,0.41857638888888893,0.4420300596392143,0.41857638888888893,0.41212834959158484,1.531115134492869,0.7087457827807018,0.05135124145214249
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,full,491,123,142.183417500004,10.504308499999752,209000,temperature_scaled,650,270,0.4153846153846154,0.41857638888888893,0.4420300596392143,0.41857638888888893,0.41212834959158484,1.5219253404618858,0.7063177251334227,0.04230124668860766
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,spatial_shuffle,491,123,142.183417500004,10.799215900005947,209000,raw,650,114,0.1753846153846154,0.1708333333333333,0.17722402495442913,0.1708333333333333,0.12162937720499684,2.9077339084715215,0.9843019939131734,0.2397772943938669
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,spatial_shuffle,491,123,142.183417500004,10.799215900005947,209000,temperature_scaled,650,114,0.1753846153846154,0.1708333333333333,0.17722402495442913,0.1708333333333333,0.12162937720499684,2.8285784871402706,0.9754591294687996,0.22779473839927325
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,mask_only,491,123,142.183417500004,10.751880299998447,209000,raw,650,118,0.18153846153846154,0.1782986111111111,0.16553752702888147,0.1782986111111111,0.13368524018236297,2.9617510680452317,0.9817244790616092,0.24499026229769877
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,mask_only,491,123,142.183417500004,10.751880299998447,209000,temperature_scaled,650,118,0.18153846153846154,0.1782986111111111,0.16553752702888147,0.1782986111111111,0.13368524018236297,2.8781726081721457,0.9727758614055787,0.23220325891742827
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,mean_broadcast,491,123,142.183417500004,10.706412500003353,209000,raw,650,119,0.18307692307692308,0.17864583333333334,0.17986167091394495,0.17864583333333334,0.12785396212528913,2.934034346170729,0.9836745535358041,0.24197954134096722
suffix_2_to_1__fusion_net__seed_2024,suffix_2_to_1,2,1,fusion_net,2024,mean_broadcast,491,123,142.183417500004,10.706412500003353,209000,temperature_scaled,650,119,0.18307692307692308,0.17864583333333334,0.17986167091394495,0.17864583333333334,0.12785396212528913,2.852221085864032,0.9746398768597125,0.22917863591079507
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,full,491,123,0.6477278000020306,0.2984885999976541,3144,raw,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4475887063983368,0.19196638210042838,0.04478410372237369
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,full,491,123,0.6477278000020306,0.2984885999976541,3144,temperature_scaled,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4042941666473236,0.19261416156173372,0.04871219367985103
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,spatial_shuffle,491,123,0.6477278000020306,0.28744880000158446,3144,raw,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4475887063983368,0.19196638210042838,0.04478410372237369
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,spatial_shuffle,491,123,0.6477278000020306,0.28744880000158446,3144,temperature_scaled,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4042941666473236,0.19261416156173372,0.04871219367985103
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,mask_only,491,123,0.6477278000020306,0.2889276999994763,3144,raw,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,23.805187422953825,1.7230769230769232,0.8615384615384616
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,mask_only,491,123,0.6477278000020306,0.2889276999994763,3144,temperature_scaled,650,90,0.13846153846153847,0.125,0.01730769230769231,0.125,0.030405405405405407,23.805187422953825,1.7230769230769232,0.8615384615384616
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,mean_broadcast,491,123,0.6477278000020306,0.2982140999956755,3144,raw,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4475887063983368,0.19196638210042838,0.04478410372237369
suffix_2_to_1__snv_lr__seed_2025,suffix_2_to_1,2,1,snv_lr,2025,mean_broadcast,491,123,0.6477278000020306,0.2982140999956755,3144,temperature_scaled,650,568,0.8738461538461538,0.8732638888888888,0.8791232985785375,0.8732638888888888,0.8710035971786674,0.4042941666473236,0.19261416156173372,0.04871219367985103
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,full,491,123,24.849262000003364,8.21691060000012,79624,raw,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.6093204655745335,0.7480285355192504,0.06820266267271309
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,full,491,123,24.849262000003364,8.21691060000012,79624,temperature_scaled,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.5978641668090037,0.7435585610341484,0.04512094843353995
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,spatial_shuffle,491,123,24.849262000003364,8.271434499998577,79624,raw,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.6093204655745335,0.7480285355192504,0.06820266267271309
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,spatial_shuffle,491,123,24.849262000003364,8.271434499998577,79624,temperature_scaled,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.5978641668090037,0.7435585610341484,0.04512094843353995
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,mask_only,491,123,24.849262000003364,8.24265369999921,79624,raw,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,3.159037247564056,1.0777945722050257,0.3977211611811625
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,mask_only,491,123,24.849262000003364,8.24265369999921,79624,temperature_scaled,650,80,0.12307692307692308,0.125,0.015384615384615385,0.125,0.027397260273972605,4.951424893317049,1.4231147316313602,0.6886715696946119
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,mean_broadcast,491,123,24.849262000003364,8.164091999999073,79624,raw,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.6093204655745335,0.7480285355192504,0.06820266267271309
suffix_2_to_1__spectral_only__seed_2025,suffix_2_to_1,2,1,spectral_only,2025,mean_broadcast,491,123,24.849262000003364,8.164091999999073,79624,temperature_scaled,650,233,0.35846153846153844,0.3579861111111111,0.29597739625238345,0.3579861111111111,0.3076765389017798,1.5978641668090037,0.7435585610341484,0.04512094843353995
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,full,491,123,122.61418799999956,10.245582600000489,209000,raw,650,292,0.4492307692307692,0.44687499999999997,0.47688770006271164,0.44687499999999997,0.45383172610408495,1.4123578836657893,0.667426445134954,0.06899035291200585
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,full,491,123,122.61418799999956,10.245582600000489,209000,temperature_scaled,650,292,0.4492307692307692,0.44687499999999997,0.47688770006271164,0.44687499999999997,0.45383172610408495,1.4124029296837741,0.666903478848619,0.05985658784371955
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,spatial_shuffle,491,123,122.61418799999956,10.501174199998786,209000,raw,650,161,0.24769230769230768,0.24427083333333333,0.3403873328215433,0.24427083333333333,0.19376853516390952,2.3180328304218913,0.8974314385794423,0.20362415643193724
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,spatial_shuffle,491,123,122.61418799999956,10.501174199998786,209000,temperature_scaled,650,161,0.24769230769230768,0.24427083333333333,0.3403873328215433,0.24427083333333333,0.19376853516390952,2.3690055341480436,0.90638784419783,0.21953715352662723
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,mask_only,491,123,122.61418799999956,10.709355500002857,209000,raw,650,102,0.15692307692307692,0.14878472222222222,0.12478764157228514,0.14878472222222222,0.0780978322135163,2.7236601564977425,0.9910855609971644,0.29287150360861003
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,mask_only,491,123,122.61418799999956,10.709355500002857,209000,temperature_scaled,650,102,0.15692307692307692,0.14878472222222222,0.12478764157228514,0.14878472222222222,0.0780978322135163,2.796880489789008,1.0039142670861771,0.31062807593436637
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,mean_broadcast,491,123,122.61418799999956,11.032894500000111,209000,raw,650,160,0.24615384615384617,0.24357638888888888,0.2735613717504827,0.24357638888888888,0.1879115505271031,2.393568414955786,0.9053698500746945,0.21309755421131032
suffix_2_to_1__fusion_net__seed_2025,suffix_2_to_1,2,1,fusion_net,2025,mean_broadcast,491,123,122.61418799999956,11.032894500000111,209000,temperature_scaled,650,160,0.24615384615384617,0.24357638888888888,0.2735613717504827,0.24357638888888888,0.1879115505271031,2.449961589343176,0.914624897315562,0.2303512892534608
