run_id,direction,model,seed,condition,source_cube,calibration,n,n_correct,accuracy,nll,brier,ece_10
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,full,5-2,temperature_scaled,80,26,0.325,1.8519304812794601,0.8649200233292827,0.28927920088577064
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,full,6-2,raw,80,26,0.325,1.6323839780304579,0.7378252158331484,0.09144870865931147
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,full,6-2,temperature_scaled,80,26,0.325,1.6303364641222278,0.7456946423725641,0.13016342494493865
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,full,7-2,raw,54,41,0.7592592592592593,0.9591138087419847,0.4518248529959344,0.2577443233393135
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,full,7-2,temperature_scaled,54,41,0.7592592592592593,0.8294059879404256,0.3843853046541716,0.22832768616856236
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,0-2,raw,80,0,0.0,6.923373249395911,1.287189738365492,0.4035253597514081
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,0-2,temperature_scaled,80,0,0.0,9.56103676925132,1.3695818854916273,0.49165250714585407
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,1-2,raw,80,2,0.025,1.854288551125157,0.9625459081368586,0.40542354589595
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,1-2,temperature_scaled,80,2,0.025,2.1107533366226017,1.0922229712458325,0.5035827592228784
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,2-2,raw,80,25,0.3125,1.8388444207743047,0.8539098389155452,0.10064617000250499
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,2-2,temperature_scaled,80,25,0.3125,2.0345882260919845,0.8909509633989572,0.23649606757201
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,3-2,raw,80,0,0.0,5.366667245753452,1.2407628943738094,0.35750636743821296
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,3-2,temperature_scaled,80,0,0.0,7.223259238511271,1.3117918056236528,0.43744022204576455
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,4-2,raw,80,0,0.0,4.320476166246046,1.2491443510878262,0.39679638680155677
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,4-2,temperature_scaled,80,0,0.0,5.7153174281765535,1.3494420195783507,0.4824568787730896
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,5-2,raw,80,20,0.25,1.5986136071587307,0.8557389397633646,0.33484166741838506
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,5-2,temperature_scaled,80,20,0.25,1.7132634502774682,0.9393671174282527,0.44797170265259956
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,6-2,raw,80,18,0.225,1.8352776205463868,0.8983171758685682,0.24278570081026116
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,6-2,temperature_scaled,80,18,0.225,2.116243652037386,0.9955252939173483,0.35774588093233867
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,7-2,raw,54,48,0.8888888888888888,0.5260213803812488,0.24090283810454047,0.21717466196964388
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mask_only,7-2,temperature_scaled,54,48,0.8888888888888888,0.4004378418649768,0.19545980514288405,0.1334824783849062
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,0-2,raw,80,68,0.85,0.6234628886369855,0.2661363675669698,0.18871152811170466
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,0-2,temperature_scaled,80,68,0.85,0.5476482155030998,0.22448192946125797,0.10154972706796114
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,1-2,raw,80,15,0.1875,1.7969222803939218,0.8535493189532144,0.16712689267369663
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,1-2,temperature_scaled,80,15,0.1875,1.8566758594772637,0.8950071766696459,0.1981475966347137
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,2-2,raw,80,23,0.2875,1.7680684907009911,0.8196865114163995,0.08156414938717181
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,2-2,temperature_scaled,80,23,0.2875,1.8052925744708195,0.8400245329956938,0.17141260058657792
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,3-2,raw,80,36,0.45,1.318004735355616,0.651465658189099,0.14294575359505596
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,3-2,temperature_scaled,80,36,0.45,1.368579629656569,0.6724941735957468,0.13148862207560685
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,4-2,raw,80,20,0.25,1.8999602481205766,0.8588433428184601,0.15485314287976343
suffix_1_to_2__fusion_net__seed_2025,suffix_1_to_2,fusion_net,2025,mean_broadcast,4-2,temperature_scaled,80,20,0.25,1.9923351934883773,0.8958901789356991,0.13757549372388572
