model,calibration,n,accuracy,balanced_accuracy,macro_f1,negative_log_likelihood,multiclass_brier_score,expected_calibration_error,temperature
sg1_lda,uncalibrated,1012,0.9752964426877471,0.9758157169117647,0.9758497182933248,0.10443198175348183,0.04018620178571631,0.013267092966242965,1.0
sg1_lda,shift_aware_temperature,1012,0.9752964426877471,0.9758157169117647,0.9758497182933248,0.08818223945489015,0.039136654550577084,0.006434898628387283,1.7802504292131645
