effect_id,effect_label,role,calibration,predictor,scope,left_balanced_accuracy,right_balanced_accuracy,effect
fusion_full_minus_snv_lr_full,fusion_net(full) - snv_lr(full),descriptive_baseline,temperature_scaled,seed_2025,suffix_2_to_1,0.44687499999999997,0.8732638888888888,-0.4263888888888889
fusion_full_minus_snv_lr_full,fusion_net(full) - snv_lr(full),descriptive_baseline,temperature_scaled,seed_2025,theta_two_direction_equal_weight,,,-0.4044270833333333
fusion_full_minus_snv_lr_full,fusion_net(full) - snv_lr(full),descriptive_baseline,temperature_scaled,probability_ensemble,suffix_1_to_2,0.4385416666666667,0.8476851851851852,-0.4091435185185185
fusion_full_minus_snv_lr_full,fusion_net(full) - snv_lr(full),descriptive_baseline,temperature_scaled,probability_ensemble,suffix_2_to_1,0.48020833333333335,0.8911458333333333,-0.41093749999999996
fusion_full_minus_snv_lr_full,fusion_net(full) - snv_lr(full),descriptive_baseline,temperature_scaled,probability_ensemble,theta_two_direction_equal_weight,,,-0.4100405092592592
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_42,suffix_1_to_2,0.2800347222222222,0.125,0.1550347222222222
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_42,suffix_2_to_1,0.19357638888888887,0.125,0.06857638888888887
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_42,theta_two_direction_equal_weight,,,0.11180555555555553
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2024,suffix_1_to_2,0.2987268518518519,0.125,0.17372685185185188
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2024,suffix_2_to_1,0.1782986111111111,0.125,0.05329861111111109
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2024,theta_two_direction_equal_weight,,,0.11351273148148149
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2025,suffix_1_to_2,0.2126736111111111,0.125,0.0876736111111111
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2025,suffix_2_to_1,0.14878472222222222,0.125,0.02378472222222222
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,seed_2025,theta_two_direction_equal_weight,,,0.05572916666666666
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,probability_ensemble,suffix_1_to_2,0.2150462962962963,0.125,0.09004629629629629
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,probability_ensemble,suffix_2_to_1,0.1953125,0.125,0.0703125
fusion_mask_only_minus_chance,fusion_net(mask_only) - chance (0.125),secondary,temperature_scaled,probability_ensemble,theta_two_direction_equal_weight,,,0.08017939814814815
