predictor,direction,model,condition,calibration,bin_index,lower_exclusive,upper_inclusive,n,fraction,mean_confidence,accuracy,absolute_gap
seed_2024,suffix_1_to_2,fusion_net,full,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,full,raw,2,0.1,0.2,142,0.23127035830618892,0.1740774055241269,0.2323943661971831,0.058316960673056195
seed_2024,suffix_1_to_2,fusion_net,full,raw,3,0.2,0.3,270,0.43973941368078173,0.23787644362455104,0.2074074074074074,0.03046903621714364
seed_2024,suffix_1_to_2,fusion_net,full,raw,4,0.3,0.4,103,0.16775244299674266,0.3470327607113254,0.3786407766990291,0.03160801598770374
seed_2024,suffix_1_to_2,fusion_net,full,raw,5,0.4,0.5,58,0.09446254071661238,0.4407089883301296,0.4482758620689655,0.007566873738835911
seed_2024,suffix_1_to_2,fusion_net,full,raw,6,0.5,0.6,18,0.029315960912052116,0.5532313245707176,0.5,0.05323132457071755
seed_2024,suffix_1_to_2,fusion_net,full,raw,7,0.6,0.7,14,0.02280130293159609,0.6401416267820377,0.7142857142857143,0.07414408750367663
seed_2024,suffix_1_to_2,fusion_net,full,raw,8,0.7,0.8,9,0.014657980456026058,0.7238595638390278,0.7777777777777778,0.05391821393874996
seed_2024,suffix_1_to_2,fusion_net,full,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,full,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,2,0.1,0.2,141,0.2296416938110749,0.17434228746617286,0.23404255319148937,0.059700265725316504
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,3,0.2,0.3,270,0.43973941368078173,0.2385638613893173,0.2074074074074074,0.031156453981909887
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,4,0.3,0.4,102,0.16612377850162866,0.3476990314408558,0.3627450980392157,0.015046066598359886
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,5,0.4,0.5,58,0.09446254071661238,0.4402510621173194,0.4482758620689655,0.008024799951646122
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,6,0.5,0.6,20,0.03257328990228013,0.552168921340966,0.55,0.0021689213409659125
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,7,0.6,0.7,14,0.02280130293159609,0.6451275929665433,0.7142857142857143,0.06915812131917098
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,8,0.7,0.8,9,0.014657980456026058,0.7288707099504496,0.7777777777777778,0.04890706782732823
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,full,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,2,0.1,0.2,133,0.21661237785016288,0.17649145352628945,0.21804511278195488,0.041553659255665426
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,3,0.2,0.3,260,0.4234527687296417,0.24108273084419396,0.2076923076923077,0.033390423151886256
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,4,0.3,0.4,119,0.19381107491856678,0.3451185566629134,0.31932773109243695,0.02579082557047646
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,5,0.4,0.5,49,0.07980456026058631,0.43855938057324606,0.3673469387755102,0.07121244179773584
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,6,0.5,0.6,22,0.035830618892508145,0.5467227788723806,0.45454545454545453,0.0921773243269261
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,7,0.6,0.7,18,0.029315960912052116,0.6423945154742001,0.5555555555555556,0.08683895991864454
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,8,0.7,0.8,13,0.021172638436482084,0.7276429246283874,0.8461538461538461,0.11851092152545872
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,2,0.1,0.2,132,0.21498371335504887,0.17678878532057518,0.2196969696969697,0.042908184376394515
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,3,0.2,0.3,256,0.4169381107491857,0.2408734688925943,0.20703125,0.03384221889259431
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,4,0.3,0.4,121,0.1970684039087948,0.3440988643174735,0.3140495867768595,0.030049277540613983
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,5,0.4,0.5,52,0.08469055374592833,0.4392747168742682,0.36538461538461536,0.07389010148965286
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,6,0.5,0.6,22,0.035830618892508145,0.5512426245295862,0.45454545454545453,0.09669716998413164
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,7,0.6,0.7,16,0.026058631921824105,0.6404209588071103,0.625,0.015420958807110252
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,8,0.7,0.8,15,0.024429967426710098,0.7286687707855718,0.7333333333333333,0.004664562547761486
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mask_only,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,2,0.1,0.2,134,0.2182410423452769,0.1757969522779754,0.23134328358208955,0.055546331304114155
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,3,0.2,0.3,267,0.43485342019543977,0.23979780714971644,0.1947565543071161,0.04504125284260033
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,4,0.3,0.4,119,0.19381107491856678,0.3456086131853722,0.35294117647058826,0.007332563285216032
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,5,0.4,0.5,41,0.06677524429967427,0.4424929773889759,0.34146341463414637,0.10102956275482955
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,6,0.5,0.6,24,0.03908794788273615,0.5517810770732722,0.5,0.051781077073272175
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,7,0.6,0.7,16,0.026058631921824105,0.6482201699849532,0.5,0.14822016998495324
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,8,0.7,0.8,13,0.021172638436482084,0.7278820181745416,0.8461538461538461,0.11827182797930458
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,2,0.1,0.2,130,0.21172638436482086,0.17552401503842077,0.23076923076923078,0.05524521573081001
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,3,0.2,0.3,269,0.4381107491856677,0.23983780508986308,0.1970260223048327,0.04281178278503037
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,4,0.3,0.4,117,0.19055374592833876,0.3451838687074889,0.3333333333333333,0.01185053537415559
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,5,0.4,0.5,45,0.0732899022801303,0.4417164085579995,0.37777777777777777,0.06393863078022172
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,6,0.5,0.6,22,0.035830618892508145,0.5520314566644987,0.45454545454545453,0.09748600211904418
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,7,0.6,0.7,16,0.026058631921824105,0.6406959479396275,0.625,0.015695947939627475
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,8,0.7,0.8,15,0.024429967426710098,0.7290463316748604,0.7333333333333333,0.004287001658472844
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,mean_broadcast,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,2,0.1,0.2,128,0.20846905537459284,0.17399154510147297,0.21875,0.044758454898527034
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,3,0.2,0.3,278,0.4527687296416938,0.2389234105499555,0.1906474820143885,0.048275928535567
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,4,0.3,0.4,112,0.18241042345276873,0.34435630126087396,0.35714285714285715,0.012786555881983186
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,5,0.4,0.5,45,0.0732899022801303,0.4341099521690789,0.35555555555555557,0.07855439661352331
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,6,0.5,0.6,24,0.03908794788273615,0.5541014885554084,0.5,0.05410148855540842
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,7,0.6,0.7,16,0.026058631921824105,0.6560009803514608,0.625,0.031000980351460816
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,8,0.7,0.8,11,0.017915309446254073,0.7293302310418663,0.8181818181818182,0.08885158713995189
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,2,0.1,0.2,126,0.20521172638436483,0.17402928583993113,0.2222222222222222,0.04819293638229108
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,3,0.2,0.3,280,0.4560260586319218,0.2397274859453413,0.18928571428571428,0.050441771659627016
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,4,0.3,0.4,109,0.1775244299674267,0.34503907699366565,0.3577981651376147,0.012759088143949049
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,5,0.4,0.5,48,0.0781758957654723,0.4349025839937841,0.3541666666666667,0.08073591732711743
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,6,0.5,0.6,23,0.03745928338762215,0.5567884926491584,0.5217391304347826,0.03504936221437582
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,7,0.6,0.7,14,0.02280130293159609,0.6481618691476313,0.5714285714285714,0.0767332977190599
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,8,0.7,0.8,14,0.02280130293159609,0.7273028970612498,0.7857142857142857,0.058411388653035856
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,fusion_net,spatial_shuffle,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,raw,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,raw,5,0.4,0.5,3,0.004885993485342019,0.45699261899491966,0.0,0.45699261899491966
seed_2024,suffix_1_to_2,snv_lr,full,raw,6,0.5,0.6,14,0.02280130293159609,0.5677450950961048,0.42857142857142855,0.13917366652467628
seed_2024,suffix_1_to_2,snv_lr,full,raw,7,0.6,0.7,12,0.019543973941368076,0.6465335623397475,0.25,0.39653356233974746
seed_2024,suffix_1_to_2,snv_lr,full,raw,8,0.7,0.8,21,0.03420195439739414,0.7499894766291069,0.5238095238095238,0.22617995281958303
seed_2024,suffix_1_to_2,snv_lr,full,raw,9,0.8,0.9,31,0.050488599348534204,0.8558180166610063,0.6129032258064516,0.2429147908545547
seed_2024,suffix_1_to_2,snv_lr,full,raw,10,0.9,1.0,533,0.8680781758957655,0.9915451285524253,0.8818011257035647,0.10974400284886054
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,4,0.3,0.4,2,0.003257328990228013,0.3795126035788073,0.0,0.3795126035788073
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,5,0.4,0.5,5,0.008143322475570033,0.463541425249306,0.4,0.063541425249306
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,6,0.5,0.6,29,0.04723127035830619,0.5524655458974207,0.3793103448275862,0.1731552010698345
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,7,0.6,0.7,29,0.04723127035830619,0.6521444557050329,0.4827586206896552,0.16938583501537768
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,8,0.7,0.8,37,0.06026058631921824,0.7559909656761816,0.6486486486486487,0.10734231702753294
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,9,0.8,0.9,66,0.10749185667752444,0.8537771336313427,0.7121212121212122,0.1416559215101305
seed_2024,suffix_1_to_2,snv_lr,full,temperature_scaled,10,0.9,1.0,446,0.7263843648208469,0.9776383488365347,0.92152466367713,0.056113685159404625
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,raw,10,0.9,1.0,614,1.0,1.0,0.13029315960912052,0.8697068403908794
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mask_only,temperature_scaled,10,0.9,1.0,614,1.0,1.0,0.13029315960912052,0.8697068403908794
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,5,0.4,0.5,3,0.004885993485342019,0.45699261899491966,0.0,0.45699261899491966
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,6,0.5,0.6,14,0.02280130293159609,0.5677450950961048,0.42857142857142855,0.13917366652467628
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,7,0.6,0.7,12,0.019543973941368076,0.6465335623397475,0.25,0.39653356233974746
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,8,0.7,0.8,21,0.03420195439739414,0.7499894766291069,0.5238095238095238,0.22617995281958303
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,9,0.8,0.9,31,0.050488599348534204,0.8558180166610063,0.6129032258064516,0.2429147908545547
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,raw,10,0.9,1.0,533,0.8680781758957655,0.9915451285524253,0.8818011257035647,0.10974400284886054
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,4,0.3,0.4,2,0.003257328990228013,0.3795126035788073,0.0,0.3795126035788073
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,5,0.4,0.5,5,0.008143322475570033,0.463541425249306,0.4,0.063541425249306
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,6,0.5,0.6,29,0.04723127035830619,0.5524655458974207,0.3793103448275862,0.1731552010698345
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,7,0.6,0.7,29,0.04723127035830619,0.6521444557050329,0.4827586206896552,0.16938583501537768
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,8,0.7,0.8,37,0.06026058631921824,0.7559909656761816,0.6486486486486487,0.10734231702753294
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,9,0.8,0.9,66,0.10749185667752444,0.8537771336313427,0.7121212121212122,0.1416559215101305
seed_2024,suffix_1_to_2,snv_lr,mean_broadcast,temperature_scaled,10,0.9,1.0,446,0.7263843648208469,0.9776383488365347,0.92152466367713,0.056113685159404625
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,5,0.4,0.5,3,0.004885993485342019,0.45699261899491966,0.0,0.45699261899491966
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,6,0.5,0.6,14,0.02280130293159609,0.5677450950961048,0.42857142857142855,0.13917366652467628
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,7,0.6,0.7,12,0.019543973941368076,0.6465335623397475,0.25,0.39653356233974746
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,8,0.7,0.8,21,0.03420195439739414,0.7499894766291069,0.5238095238095238,0.22617995281958303
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,9,0.8,0.9,31,0.050488599348534204,0.8558180166610063,0.6129032258064516,0.2429147908545547
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,raw,10,0.9,1.0,533,0.8680781758957655,0.9915451285524253,0.8818011257035647,0.10974400284886054
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,2,0.1,0.2,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,4,0.3,0.4,2,0.003257328990228013,0.3795126035788073,0.0,0.3795126035788073
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,5,0.4,0.5,5,0.008143322475570033,0.463541425249306,0.4,0.063541425249306
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,6,0.5,0.6,29,0.04723127035830619,0.5524655458974207,0.3793103448275862,0.1731552010698345
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,7,0.6,0.7,29,0.04723127035830619,0.6521444557050329,0.4827586206896552,0.16938583501537768
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,8,0.7,0.8,37,0.06026058631921824,0.7559909656761816,0.6486486486486487,0.10734231702753294
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,9,0.8,0.9,66,0.10749185667752444,0.8537771336313427,0.7121212121212122,0.1416559215101305
seed_2024,suffix_1_to_2,snv_lr,spatial_shuffle,temperature_scaled,10,0.9,1.0,446,0.7263843648208469,0.9776383488365347,0.92152466367713,0.056113685159404625
seed_2024,suffix_1_to_2,spectral_only,full,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,2,0.1,0.2,614,1.0,0.12691869193221753,0.16123778501628663,0.03431909308406911
seed_2024,suffix_1_to_2,spectral_only,full,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,2,0.1,0.2,614,1.0,0.12899200869573096,0.16123778501628663,0.03224577632055567
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,full,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,2,0.1,0.2,614,1.0,0.1321391461091536,0.13029315960912052,0.0018459865000330644
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,2,0.1,0.2,614,1.0,0.14015139285288827,0.13029315960912052,0.00985823324376775
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mask_only,temperature_scaled,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,2,0.1,0.2,614,1.0,0.12691869193221753,0.16123778501628663,0.03431909308406911
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,3,0.2,0.3,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,4,0.3,0.4,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,5,0.4,0.5,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,6,0.5,0.6,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,7,0.6,0.7,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,8,0.7,0.8,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,9,0.8,0.9,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,raw,10,0.9,1.0,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,1,0.0,0.1,0,0.0,,,
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,2,0.1,0.2,614,1.0,0.12899200869573096,0.16123778501628663,0.03224577632055567
seed_2024,suffix_1_to_2,spectral_only,mean_broadcast,temperature_scaled,3,0.2,0.3,0,0.0,,,
