direction,model,condition,calibration,true_label,true_class_name,predicted_label,predicted_class_name,count,row_fraction
suffix_2_to_1,spectral_only,full,temperature_scaled,7,XJH,3,HNX,0,0.0
suffix_2_to_1,spectral_only,full,temperature_scaled,7,XJH,4,NX,2,0.025
suffix_2_to_1,spectral_only,full,temperature_scaled,7,XJH,5,SXD,3,0.0375
suffix_2_to_1,spectral_only,full,temperature_scaled,7,XJH,6,SXQ,0,0.0
suffix_2_to_1,spectral_only,full,temperature_scaled,7,XJH,7,XJH,64,0.8
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,0,HBS,68,0.85
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,1,HBX,1,0.0125
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,2,HNA,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,3,HNX,11,0.1375
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,4,NX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,5,SXD,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,6,SXQ,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,0,HBS,7,XJH,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,0,HBS,1,0.0125
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,1,HBX,40,0.5
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,2,HNA,10,0.125
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,3,HNX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,4,NX,6,0.075
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,5,SXD,10,0.125
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,6,SXQ,8,0.1
suffix_2_to_1,fusion_net,full,temperature_scaled,1,HBX,7,XJH,5,0.0625
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,0,HBS,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,1,HBX,11,0.1375
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,2,HNA,25,0.3125
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,3,HNX,1,0.0125
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,4,NX,9,0.1125
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,5,SXD,16,0.2
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,6,SXQ,16,0.2
suffix_2_to_1,fusion_net,full,temperature_scaled,2,HNA,7,XJH,2,0.025
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,0,HBS,36,0.45
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,1,HBX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,2,HNA,2,0.025
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,3,HNX,42,0.525
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,4,NX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,5,SXD,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,6,SXQ,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,3,HNX,7,XJH,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,0,HBS,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,1,HBX,9,0.1
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,2,HNA,15,0.16666666666666666
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,3,HNX,5,0.05555555555555555
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,4,NX,42,0.4666666666666667
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,5,SXD,4,0.044444444444444446
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,6,SXQ,13,0.14444444444444443
suffix_2_to_1,fusion_net,full,temperature_scaled,4,NX,7,XJH,2,0.022222222222222223
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,0,HBS,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,1,HBX,18,0.225
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,2,HNA,9,0.1125
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,3,HNX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,4,NX,8,0.1
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,5,SXD,12,0.15
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,6,SXQ,29,0.3625
suffix_2_to_1,fusion_net,full,temperature_scaled,5,SXD,7,XJH,4,0.05
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,0,HBS,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,1,HBX,11,0.1375
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,2,HNA,12,0.15
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,3,HNX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,4,NX,14,0.175
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,5,SXD,9,0.1125
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,6,SXQ,31,0.3875
suffix_2_to_1,fusion_net,full,temperature_scaled,6,SXQ,7,XJH,3,0.0375
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,0,HBS,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,1,HBX,17,0.2125
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,2,HNA,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,3,HNX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,4,NX,0,0.0
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,5,SXD,5,0.0625
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,6,SXQ,6,0.075
suffix_2_to_1,fusion_net,full,temperature_scaled,7,XJH,7,XJH,52,0.65
